Date,Open,High,Low,Close,Adj Close,Volume,Log Returns,Cumulative Log Returns,Cumulative Returns,Cumulative Percentage Return
2000-01-03,0.9363840222358704,1.004464030265808,0.9079239964485168,0.9994419813156128,0.8449810743331909,535796800,,,,
2000-01-04,0.966517984867096,0.9877229928970336,0.9034600257873536,0.9151790142059326,0.7737404704093933,512377600,-0.08807772205520137,-0.08807772205520137,-0.08431029532823142,-8.431029532823143
2000-01-05,0.9263389706611632,0.9871649742126464,0.919642984867096,0.9285709857940674,0.785062849521637,778321600,0.014527269850095318,-0.07355045220510605,-0.07091072999337633,-7.091072999337634
2000-01-06,0.9475449919700624,0.955357015132904,0.8482139706611633,0.8482139706611633,0.717124879360199,767972800,-0.09051378296741663,-0.16406423517252267,-0.15131249545901193,-15.131249545901193
2000-01-07,0.861607015132904,0.9017860293388368,0.8526790142059326,0.888392984867096,0.751094400882721,460734400,0.04628134941282271,-0.11778288575969995,-0.11111097786960467,-11.111097786960467
2000-01-10,0.9107139706611632,0.9129459857940674,0.845982015132904,0.872767984867096,0.737883985042572,505064000,-0.01774473370418977,-0.13552761946388972,-0.1267449562407461,-12.674495624074611
2000-01-11,0.8565850257873535,0.8872770071029663,0.8080360293388367,0.828125,0.7001405358314514,441548800,-0.05250553003741895,-0.18803314950130867,-0.17141276047636822,-17.141276047636822
2000-01-12,0.8482139706611633,0.8526790142059326,0.7723209857940674,0.7784600257873535,0.6581510305404663,976068800,-0.061846645682052157,-0.24987979518336084,-0.22110559569651878,-22.110559569651876
2000-01-13,0.8436099886894226,0.8816959857940674,0.825892984867096,0.8638389706611633,0.7303351163864136,1032684800,0.10406905766387359,-0.14581073751948725,-0.1356787287067336,-13.567872870673359
2000-01-14,0.892857015132904,0.9129459857940674,0.8872770071029663,0.896763026714325,0.7581706047058105,390376000,0.037404940140647144,-0.10840579737884011,-0.10273658459852009,-10.273658459852008
2000-01-18,0.9017860293388368,0.9464290142059326,0.896763026714325,0.928013026714325,0.784591019153595,459177600,0.03425415482002725,-0.07415164255881286,-0.07146912163358465,-7.146912163358465
2000-01-19,0.9430800080299376,0.970982015132904,0.9229909777641296,0.9514510035514832,0.8044068813323975,597643200,0.02494262516830858,-0.04920901739050428,-0.048017871918388355,-4.8017871918388355
2000-01-20,1.03125,1.0848209857940674,1.0133930444717407,1.0133930444717407,0.8567761182785034,1831132800,0.06307143311037948,0.013862415719875197,0.013958944529758543,1.3958944529758543
2000-01-21,1.020089030265808,1.020089030265808,0.9838169813156128,0.993861973285675,0.8402634263038635,495924800,-0.019461200170407554,-0.005598784450532357,-0.005583140466252523,-0.5583140466252523
2000-01-24,0.9681919813156128,1.0066959857940674,0.9386159777641296,0.9486610293388368,0.8020481467247009,440876800,-0.0465468060298356,-0.05214559048036796,-0.05080933634208307,-5.080933634208307
2000-01-25,0.9375,1.010045051574707,0.9140629768371582,1.0022319555282593,0.8473398685455322,497145600,0.05493323634597856,0.0027876458656106023,0.002791534963316078,0.2791534963316078
2000-01-26,0.982142984867096,1.019531011581421,0.9799110293388368,0.9838169813156128,0.8317708373069763,367158400,-0.018544908780483756,-0.015757262914873154,-0.015633766752278122,-1.5633766752278122
2000-01-27,0.9715399742126464,1.0089290142059326,0.955357015132904,0.982142984867096,0.8303555250167847,340144000,-0.0017030144811339683,-0.017460277396007123,-0.017308730054040322,-1.7308730054040322
2000-01-28,0.9659600257873536,0.9899550080299376,0.8984379768371582,0.9073659777641296,0.7671351432800293,423348800,-0.07919096938914846,-0.09665124678515559,-0.0921274255930441,-9.21274255930441
2000-01-31,0.9017860293388368,0.9274550080299376,0.84375,0.9263389706611632,0.7831757068634033,701680000,0.020694089858441154,-0.07595715692671444,-0.07314408493534674,-7.314408493534675
2000-02-01,0.9285709857940674,0.9375,0.892857015132904,0.8950889706611633,0.7567554712295532,318035200,-0.034316895161512505,-0.11027405208822694,-0.10441133628141908,-10.441133628141907
2000-02-02,0.8995540142059326,0.9118300080299376,0.8660709857940674,0.8822540044784546,0.7459042072296143,464195200,-0.014442994360010154,-0.12471704644823708,-0.11725335645151835,-11.725335645151835
2000-02-03,0.8956469893455505,0.9308040142059326,0.8950889706611633,0.9224330186843872,0.7798735499382019,475193600,0.04453460765837405,-0.08018243878986303,-0.0770520504809743,-7.7052050480974295
2000-02-04,0.928013026714325,0.982142984867096,0.9252229928970336,0.9642860293388368,0.815258264541626,425320000,0.04437316097261418,-0.03580927781724885,-0.03517571066904701,-3.517571066904701
2000-02-07,0.9642860293388368,1.020089030265808,0.9458709955215454,1.0184149742126465,0.8610219359397888,441067200,0.05461502933489932,0.018805751517650467,0.018983693355802522,1.8983693355802522
2000-02-08,1.0178569555282593,1.036829948425293,0.9933040142059326,1.025670051574707,0.8671555519104004,408643200,0.0070983932707722325,0.0259041447884227,0.026242573059649166,2.6242573059649166
2000-02-09,1.0189729928970337,1.0457589626312256,1.003906011581421,1.005579948425293,0.8501702547073364,299364800,-0.019781745573192944,0.006122399215229755,0.006141179408356123,0.6141179408356123
2000-02-10,1.0078129768371582,1.0167410373687744,0.982142984867096,1.0133930444717407,0.8567761182785034,302982400,0.007740016504645362,0.013862415719875117,0.013958944529758321,1.3958944529758321
2000-02-11,1.0145089626312256,1.0189729928970337,0.966517984867096,0.970982015132904,0.8209194540977478,212251200,-0.04275164801508311,-0.028889232295207994,-0.028475928001619355,-2.8475928001619355
2000-02-14,0.9760040044784546,1.0345979928970337,0.9698659777641296,1.0340399742126465,0.8742319941520691,367539200,0.06292078239363878,0.034031550098430785,0.03461724848921777,3.4617248489217767
2000-02-15,1.0290180444717407,1.0708709955215454,1.0284600257873535,1.0625,0.8982934355735779,485744000,0.027151000632105255,0.06118255073053604,0.06309296487197424,6.309296487197424
2000-02-16,1.051339030265808,1.0546879768371582,1.0011160373687744,1.0189729928970337,0.8614934086799622,378246400,-0.0418293756402363,0.019353175090299733,0.019541661758284867,1.9541661758284867
2000-02-17,1.0284600257873535,1.03125,1.010045051574707,1.025670051574707,0.8671555519104004,289497600,0.006550969698123122,0.025904144788422855,0.026242573059649388,2.624257305964939
2000-02-18,1.0234379768371582,1.0301339626312256,0.9899550080299376,0.9933040142059326,0.8397917151451111,233441600,-0.03206447172587735,-0.006160326937454493,-0.00614139102721889,-0.614139102721889
2000-02-22,0.9832590222358704,1.0440850257873535,0.9525669813156128,1.0161830186843872,0.8591346740722656,422296000,0.022771786826320823,0.01661145988886633,0.016750197334590045,1.6750197334590045
2000-02-23,1.0110210180282593,1.0625,0.9910709857940674,1.0379459857940674,0.8775342106819153,473099200,0.021190251355772113,0.03780171124463844,0.038525284574466356,3.8525284574466356
2000-02-24,1.0474330186843872,1.0636160373687744,0.997767984867096,1.0285990238189695,0.8696320652961731,376432000,-0.009045732369323874,0.02875597887531457,0.029173423774532914,2.9173423774532914
2000-02-25,1.0251120328903198,1.0446430444717407,0.9832590222358704,0.9854909777641296,0.833186149597168,249144000,-0.042813122637289494,-0.014057143761974925,-0.013958803450516033,-1.3958803450516033
2000-02-28,0.9832590222358704,1.026785969734192,0.9676340222358704,1.011160969734192,0.8548887968063354,328328000,0.02571431215757491,0.011657168395599986,0.011725377968924589,1.1725377968924589
2000-02-29,1.0139509439468384,1.046875,1.005022048950195,1.0234379768371582,0.8652682900428772,368961600,0.012068222477776567,0.02372539087337655,0.024009077038436466,2.4009077038436466
